Doctor Name,Doctor Specialization,Hospital,Hospital Location,Contact Info,Doctor Experience (Years),Rating,Patient Count
Dr. Ramesh Sarma,Orthopedic,Vizianagaram General Hospital,Vizianagaram,919528828126,15,4.8,884
Dr. Sridevi Acharya,Orthopedic,Guntur Institute of Medical Sciences,Guntur,917737091024,28,3.6,847
Dr. Deepika Reddy,Pediatrician,Secunderabad Medical Center,Secunderabad,918754889723,5,4.5,1249
Dr. Sirisha Krishna,Pediatrician,Hyderabad Care Hospital,Hyderabad,916311769311,23,4.9,267
Dr. Tejaswi Varma,Pediatrician,Rajahmundry General Hospital,Rajahmundry,918605180473,6,3.6,1947
Dr. Lakshmi Raju,Pediatrician,Anantapur City Hospital,Anantapur,919530988694,2,3.9,1142
Dr. Prasad Kumar,Pediatrician,Hyderabad General Hospital,Hyderabad,917679300279,35,3.6,1348
Dr. Anil Acharya,Pediatrician,Hyderabad Global Hospital,Hyderabad,919809542002,24,4.9,72
Dr. Deepika Chowdary,Pediatrician,Hyderabad Care Hospital,Hyderabad,916529290976,3,3.0,1271
Dr. Deepika Murthy,Pediatrician,Guntur Apollo Hospital,Guntur,916365617071,20,3.4,1568
Dr. Kiran Raju,Pediatrician,Vijayawada Care Hospital,Vijayawada,919889642781,33,3.3,426
Dr. Bhavani Krishna,Pediatrician,Anantapur Trust Hospital,Anantapur,917085517692,13,3.2,1424
Dr. Venkatesh Krishna,Pediatrician,Kurnool Apollo Hospital,Kurnool,919225700031,30,4.3,199
Dr. Tejaswi Naidu,Pediatrician,Rajahmundry Super Speciality Hospital,Rajahmundry,917076695131,7,3.4,1239
Dr. Rajesh Goud,Pediatrician,Vijayawada City Hospital,Vijayawada,916550679848,16,3.2,1318
Dr. Kiran Goud,Pediatrician,Vizianagaram Apollo Hospital,Vizianagaram,918086758111,29,3.7,1400
Dr. Sirisha Sarma,Pediatrician,Kakinada Trust Hospital,Kakinada,916654531367,24,4.6,927
Dr. Srinivas Goud,Pediatrician,Hyderabad Super Speciality Hospital,Hyderabad,917057314172,15,4.4,1362
Dr. Mahesh Krishna,Pediatrician,Guntur Memorial Hospital,Guntur,917543980627,9,4.4,729
Dr. Sridevi Yadav,Pediatrician,Kurnool Memorial Hospital,Kurnool,917540783437,20,4.0,272
Dr. Soujanya Sarma,Pediatrician,Hyderabad Super Speciality Hospital,Hyderabad,916352074333,18,4.7,336
Dr. Kiran Varma,Pediatrician,Hyderabad Apollo Hospital,Hyderabad,919150550131,5,4.5,1877
Dr. Swathi Acharya,Pediatrician,Hyderabad Medical Center,Hyderabad,916133978190,26,4.5,485
Dr. Deepika Varma,Pediatrician,Hyderabad Apollo Hospital,Hyderabad,918334182974,35,3.9,1637
Dr. Harish Raju,Pediatrician,Hyderabad Institute of Medical Sciences,Hyderabad,916959094724,19,3.3,1076
Dr. Ramesh Raju,Pediatrician,Hyderabad Care Hospital,Hyderabad,917562790683,33,3.0,539
Dr. Tejaswi Chowdary,Pediatrician,Hyderabad Trust Hospital,Hyderabad,919252175315,33,3.3,376
Dr. Madhavi Sarma,Pediatrician,Hyderabad Apollo Hospital,Hyderabad,918832158562,10,4.5,1040
Dr. Venkatesh Rao,Pediatrician,Vijayawada Global Hospital,Vijayawada,919270498955,32,3.5,591
Dr. Ravi Reddy,Pediatrician,Vijayawada City Hospital,Vijayawada,918871553289,14,4.0,1670
Dr. Lakshmi Yadav,Pediatrician,Ongole Apollo Hospital,Ongole,919942358816,30,4.8,131
Dr. Suresh Kumar,Pediatrician,Vizianagaram Memorial Hospital,Vizianagaram,918239279558,18,4.7,589
Dr. Deepika Sarma,Pediatrician,Hyderabad Super Speciality Hospital,Hyderabad,916746679280,25,4.3,798
Dr. Soujanya Prakash,Pediatrician,Kakinada Global Hospital,Kakinada,919588312351,5,4.0,820
Dr. Swathi Raju,Pediatrician,Anantapur Super Speciality Hospital,Anantapur,917515685383,23,4.0,1037
Dr. Srinivas Murthy,Pediatrician,Hyderabad City Hospital,Hyderabad,919788308237,9,3.9,521
Dr. Swathi Acharya,Pediatrician,Secunderabad Super Speciality Hospital,Secunderabad,917206067650,14,3.3,372
Dr. Bhavani Kumar,Pediatrician,Vijayawada Medical Center,Vijayawada,919508795329,8,4.3,899
Dr. Suresh Yadav,Pediatrician,Vijayawada City Hospital,Vijayawada,918900088306,31,4.0,1259
Dr. Soujanya Krishna,Pediatrician,Hyderabad General Hospital,Hyderabad,917764798660,2,3.5,311
Dr. Madhavi Chowdary,Pediatrician,Kurnool Institute of Medical Sciences,Kurnool,916578635360,33,3.1,1222
Dr. Venkatesh Chowdary,Pediatrician,Hyderabad Global Hospital,Hyderabad,917109216714,12,4.0,880
Dr. Madhavi Acharya,Pediatrician,Anantapur Memorial Hospital,Anantapur,916079972435,19,4.9,493
Dr. Bhavani Yadav,Pediatrician,Vijayawada Apollo Hospital,Vijayawada,919725035441,31,3.3,1750
Dr. Bhavani Chowdary,Pediatrician,Kurnool City Hospital,Kurnool,919412850018,12,4.2,1096
Dr. Naresh Kumar,Pediatrician,Rajahmundry Care Hospital,Rajahmundry,918944591628,22,4.8,1271
Dr. Ramesh Rao,Pediatrician,Hyderabad City Hospital,Hyderabad,917624405402,25,3.3,83
Dr. Swathi Krishna,Pediatrician,Tirupati Super Speciality Hospital,Tirupati,919905582211,33,4.4,1742
Dr. Bhavani Naidu,Pediatrician,Vizianagaram Memorial Hospital,Vizianagaram,916762022478,31,4.8,1278
Dr. Deepika Murthy,Pediatrician,Hyderabad Trust Hospital,Hyderabad,919231461054,8,3.2,1400
Dr. Bhavani Murthy,Pediatrician,Hyderabad Memorial Hospital,Hyderabad,919554178984,1,4.8,1636
Dr. Swathi Raju,Pediatrician,Guntur Global Hospital,Guntur,917590759039,3,4.4,928
Dr. Anusha Babu,Pediatrician,Hyderabad Medical Center,Hyderabad,919301419700,25,3.7,1697
Dr. Suresh Raju,Pediatrician,Hyderabad Care Hospital,Hyderabad,916575023565,17,4.0,526
Dr. Anil Sarma,Pediatrician,Secunderabad Memorial Hospital,Secunderabad,919765682640,35,3.8,437
Dr. Sirisha Kumar,Pediatrician,Kakinada Care Hospital,Kakinada,919390543744,1,4.2,291
Dr. Srinivas Raju,Pediatrician,Hyderabad Global Hospital,Hyderabad,918811254192,14,4.4,696
Dr. Harish Naidu,Pediatrician,Tirupati Memorial Hospital,Tirupati,916664768939,28,4.3,569
Dr. Deepika Raju,Pediatrician,Tirupati Super Speciality Hospital,Tirupati,918425240213,24,4.2,1443
Dr. Kiran Raju,Pediatrician,Kakinada Institute of Medical Sciences,Kakinada,918371272694,31,3.4,1195
Dr. Anusha Varma,Pediatrician,Hyderabad Care Hospital,Hyderabad,917317064971,23,4.5,865
Dr. Tejaswi Naidu,Pediatrician,Kurnool City Hospital,Kurnool,919211837506,15,3.9,1482
Dr. Suresh Rao,Pediatrician,Hyderabad Global Hospital,Hyderabad,918183318911,26,4.6,1690
Dr. Bhavani Kumar,Pediatrician,Hyderabad Apollo Hospital,Hyderabad,918940181914,4,3.3,1352
Dr. Ramesh Krishna,Pediatrician,Hyderabad General Hospital,Hyderabad,916624180869,31,4.9,941
Dr. Ramesh Varma,Pediatrician,Tirupati Apollo Hospital,Tirupati,916952495966,24,3.2,127
Dr. Lakshmi Sarma,Pediatrician,Guntur General Hospital,Guntur,918818251159,34,3.6,1273
Dr. Naresh Acharya,Pediatrician,Hyderabad General Hospital,Hyderabad,918123296018,29,3.0,1791
Dr. Anil Rao,Pediatrician,Hyderabad Medical Center,Hyderabad,916144351055,33,4.0,524
Dr. Naresh Acharya,Pediatrician,Vizianagaram Medical Center,Vizianagaram,916154881394,24,3.5,50
Dr. Ramesh Varma,Pediatrician,Hyderabad Memorial Hospital,Hyderabad,919348669509,26,3.7,859
Dr. Madhavi Rao,Pediatrician,Guntur Apollo Hospital,Guntur,918223687972,1,4.5,190
Dr. Deepika Varma,Pediatrician,Secunderabad Care Hospital,Secunderabad,919118741999,23,3.7,1720
Dr. Ravi Sarma,Pediatrician,Rajahmundry Super Speciality Hospital,Rajahmundry,916835479352,30,4.9,1227
Dr. Mahesh Chowdary,Pediatrician,Tirupati Memorial Hospital,Tirupati,917748629903,33,3.2,198
Dr. Anil Goud,Pediatrician,Hyderabad Institute of Medical Sciences,Hyderabad,916502549822,33,4.9,1844
Dr. Madhavi Varma,Pediatrician,Hyderabad City Hospital,Hyderabad,918981531341,29,4.9,1203
Dr. Ravi Babu,Pediatrician,Vijayawada Medical Center,Vijayawada,917458831845,30,4.4,1886
Dr. Srinivas Yadav,Pediatrician,Hyderabad General Hospital,Hyderabad,916499368558,17,3.1,1347
Dr. Tejaswi Kumar,Pediatrician,Kakinada Institute of Medical Sciences,Kakinada,916987542412,21,3.8,773
Dr. Deepika Reddy,Pediatrician,Hyderabad General Hospital,Hyderabad,919009992758,17,3.5,240
Dr. Tejaswi Kumar,Pediatrician,Guntur Global Hospital,Guntur,919526488946,22,3.2,1957
Dr. Anusha Goud,Pediatrician,Kurnool Apollo Hospital,Kurnool,917518433834,14,4.8,601
Dr. Tejaswi Prakash,Pediatrician,Hyderabad Apollo Hospital,Hyderabad,919908108692,13,4.0,458
Dr. Ravi Krishna,Pediatrician,Hyderabad Super Speciality Hospital,Hyderabad,917139907416,14,3.5,1759
Dr. Bhavani Goud,Pediatrician,Hyderabad Medical Center,Hyderabad,916669995863,7,3.2,210
Dr. Bhavani Reddy,Pediatrician,Visakhapatnam Medical Center,Visakhapatnam,919282403895,35,4.9,1786
Dr. Harish Sarma,Pediatrician,Vijayawada City Hospital,Vijayawada,917354705301,32,4.8,1854
Dr. Mahesh Yadav,Pediatrician,Anantapur Care Hospital,Anantapur,916785428658,33,3.6,504
Dr. Prasad Reddy,Pediatrician,Hyderabad Care Hospital,Hyderabad,918258016513,28,4.0,1157
Dr. Swathi Goud,Pediatrician,Hyderabad Global Hospital,Hyderabad,917691001287,12,3.9,296
Dr. Sridevi Goud,Pediatrician,Visakhapatnam Super Speciality Hospital,Visakhapatnam,918960136787,1,3.0,481
Dr. Madhavi Naidu,Pediatrician,Guntur General Hospital,Guntur,917397737837,24,4.2,581
Dr. Deepika Varma,Pediatrician,Hyderabad Global Hospital,Hyderabad,917018504919,18,3.9,1305
Dr. Harish Chowdary,Pediatrician,Vijayawada General Hospital,Vijayawada,918142200920,28,3.4,1485
Dr. Harish Krishna,Pediatrician,Vijayawada Memorial Hospital,Vijayawada,917720532107,18,3.9,1220
Dr. Madhavi Acharya,Pediatrician,Tirupati Global Hospital,Tirupati,916981686710,7,4.4,1696
Dr. Deepika Raju,Pediatrician,Hyderabad General Hospital,Hyderabad,919677818023,25,3.4,1688
Dr. Anusha Babu,Pediatrician,Hyderabad Memorial Hospital,Hyderabad,916041842844,12,3.8,325
Dr. Deepika Kumar,Pediatrician,Anantapur Global Hospital,Anantapur,917356038189,32,3.6,1201
Dr. Venkatesh Raju,Pediatrician,Anantapur Super Speciality Hospital,Anantapur,916425093520,11,3.1,1716
Dr. Anusha Krishna,Pediatrician,Rajahmundry Apollo Hospital,Rajahmundry,918705237613,7,3.9,735
Dr. Harish Goud,Pediatrician,Tirupati Global Hospital,Tirupati,918406685070,17,3.7,893
Dr. Harish Krishna,Pediatrician,Secunderabad Super Speciality Hospital,Secunderabad,918918798987,13,4.2,1380
Dr. Naresh Babu,Pediatrician,Hyderabad Memorial Hospital,Hyderabad,917222385190,23,3.7,1095
Dr. Sridevi Prakash,Pediatrician,Vijayawada Care Hospital,Vijayawada,916336757755,25,4.2,999
Dr. Naresh Acharya,Pediatrician,Hyderabad Memorial Hospital,Hyderabad,919469118718,22,3.8,1304
Dr. Lakshmi Krishna,Pediatrician,Hyderabad General Hospital,Hyderabad,919895849088,5,3.2,753
Dr. Rajesh Goud,Pediatrician,Hyderabad Apollo Hospital,Hyderabad,918804669917,19,4.4,1289
Dr. Mahesh Prakash,Pediatrician,Guntur General Hospital,Guntur,917910824002,24,4.5,1116
Dr. Padma Chowdary,Pediatrician,Vijayawada Institute of Medical Sciences,Vijayawada,916789785197,2,3.3,530
Dr. Sirisha Kumar,Pediatrician,Tirupati Memorial Hospital,Tirupati,916343875431,14,3.3,260
Dr. Ramesh Prakash,Pediatrician,Kurnool Global Hospital,Kurnool,919773949004,31,4.1,103
Dr. Swathi Babu,Pediatrician,Tirupati Trust Hospital,Tirupati,916357561213,7,3.5,368
Dr. Soujanya Prakash,Pediatrician,Secunderabad Institute of Medical Sciences,Secunderabad,919803070343,25,3.6,556
Dr. Sridevi Acharya,Pediatrician,Kakinada City Hospital,Kakinada,916542934161,9,4.1,399
Dr. Venkatesh Acharya,Pediatrician,Hyderabad Apollo Hospital,Hyderabad,917532621454,21,4.7,1006
Dr. Mahesh Murthy,Pediatrician,Visakhapatnam City Hospital,Visakhapatnam,917910594463,9,4.9,1478
Dr. Naresh Sarma,Pediatrician,Kurnool General Hospital,Kurnool,918566604583,30,4.3,1352
Dr. Padma Murthy,Pediatrician,Vizianagaram Global Hospital,Vizianagaram,918747862122,35,3.6,761
Dr. Deepika Rao,Pediatrician,Vijayawada Super Speciality Hospital,Vijayawada,919456193555,6,3.9,799
Dr. Mahesh Chowdary,Pediatrician,Guntur Care Hospital,Guntur,917303835765,1,3.0,1719
Dr. Harish Varma,Pediatrician,Hyderabad General Hospital,Hyderabad,918015189868,35,3.0,1938
Dr. Anusha Varma,Pediatrician,Vijayawada Apollo Hospital,Vijayawada,916039224201,28,4.6,1272
Dr. Srinivas Murthy,Pediatrician,Visakhapatnam Trust Hospital,Visakhapatnam,917604788242,13,3.8,1198
Dr. Lakshmi Rao,Pediatrician,Guntur Super Speciality Hospital,Guntur,916701237129,25,4.7,501
Dr. Ramesh Raju,Pediatrician,Kakinada Care Hospital,Kakinada,918685741915,16,4.0,1688
Dr. Sirisha Acharya,Pediatrician,Hyderabad Memorial Hospital,Hyderabad,917167651784,19,4.3,1139
Dr. Padma Rao,Pediatrician,Rajahmundry City Hospital,Rajahmundry,919665677395,5,3.4,643
Dr. Soujanya Yadav,Pediatrician,Vizianagaram Global Hospital,Vizianagaram,918653127632,29,3.5,1325
Dr. Kiran Goud,Pediatrician,Anantapur City Hospital,Anantapur,916083302600,10,3.1,1145
Dr. Naresh Naidu,Pediatrician,Hyderabad City Hospital,Hyderabad,917211672712,18,3.3,947
Dr. Ravi Naidu,Pediatrician,Hyderabad Super Speciality Hospital,Hyderabad,916647181551,1,4.0,750
Dr. Anil Babu,Pediatrician,Visakhapatnam Global Hospital,Visakhapatnam,919433664649,32,5.0,999
Dr. Rajesh Naidu,Pediatrician,Anantapur General Hospital,Anantapur,919623003768,10,3.1,1638
Dr. Ramesh Murthy,Pediatrician,Anantapur General Hospital,Anantapur,918019265031,12,3.4,1773
Dr. Lakshmi Krishna,Pediatrician,Rajahmundry Apollo Hospital,Rajahmundry,916054183126,8,4.9,1513
Dr. Lakshmi Babu,Pediatrician,Hyderabad General Hospital,Hyderabad,917902502763,16,4.5,118
Dr. Sridevi Kumar,Pediatrician,Hyderabad Institute of Medical Sciences,Hyderabad,919311402472,7,4.0,476
Dr. Lakshmi Acharya,Pediatrician,Anantapur Apollo Hospital,Anantapur,917340499510,21,3.3,1541
Dr. Deepika Murthy,Pediatrician,Kakinada Global Hospital,Kakinada,916524593800,17,4.0,661
Dr. Harish Prakash,Pediatrician,Hyderabad Institute of Medical Sciences,Hyderabad,916223714148,14,4.9,533
Dr. Rajesh Reddy,Pediatrician,Visakhapatnam Apollo Hospital,Visakhapatnam,916718807242,18,4.2,860
Dr. Srinivas Reddy,Pediatrician,Kakinada Global Hospital,Kakinada,918495706809,31,4.4,367
Dr. Ramesh Rao,Pediatrician,Vijayawada Care Hospital,Vijayawada,916677309706,32,3.2,1316
Dr. Soujanya Reddy,Pediatrician,Vijayawada Super Speciality Hospital,Vijayawada,916256732224,23,4.3,1486
Dr. Suresh Chowdary,Pediatrician,Hyderabad Memorial Hospital,Hyderabad,918095269219,15,3.6,1193
Dr. Sridevi Kumar,Pediatrician,Vijayawada General Hospital,Vijayawada,916828779668,2,4.4,783
Dr. Mahesh Prakash,Pediatrician,Kakinada Apollo Hospital,Kakinada,916169602003,32,4.4,1194
Dr. Deepika Kumar,Pediatrician,Visakhapatnam Trust Hospital,Visakhapatnam,918104929112,13,4.1,1163
Dr. Rajesh Kumar,Pediatrician,Anantapur Memorial Hospital,Anantapur,918011740002,18,4.7,1276
Dr. Naresh Naidu,Pediatrician,Hyderabad Institute of Medical Sciences,Hyderabad,918281217890,10,3.9,1728
Dr. Deepika Goud,Pediatrician,Ongole Care Hospital,Ongole,917950254385,1,4.6,1086
Dr. Naresh Prakash,Pediatrician,Guntur Apollo Hospital,Guntur,916080401162,24,4.6,539
Dr. Ramesh Acharya,Pediatrician,Vijayawada Trust Hospital,Vijayawada,918314800617,25,3.4,1449
Dr. Deepika Chowdary,Pediatrician,Vijayawada Trust Hospital,Vijayawada,918632983517,19,3.6,1362
Dr. Suresh Naidu,Pediatrician,Vijayawada City Hospital,Vijayawada,918247129194,5,3.1,1970
Dr. Naresh Krishna,Pediatrician,Hyderabad Global Hospital,Hyderabad,916134319747,13,3.2,442
Dr. Venkatesh Sarma,Pediatrician,Secunderabad Memorial Hospital,Secunderabad,918756302415,25,4.3,1126
Dr. Sirisha Sarma,Pediatrician,Hyderabad Care Hospital,Hyderabad,917099247629,4,3.7,1290
Dr. Srinivas Prakash,Pediatrician,Ongole Medical Center,Ongole,919955816119,14,4.3,1951
Dr. Sridevi Babu,Pediatrician,Secunderabad City Hospital,Secunderabad,918744126400,4,3.7,1572
Dr. Harish Babu,Pediatrician,Visakhapatnam General Hospital,Visakhapatnam,919042699946,4,4.6,594
Dr. Venkatesh Kumar,Pediatrician,Tirupati City Hospital,Tirupati,916302314710,20,3.2,492
Dr. Suresh Naidu,Pediatrician,Hyderabad Apollo Hospital,Hyderabad,919114589739,15,4.1,438
Dr. Swathi Acharya,Pediatrician,Hyderabad Institute of Medical Sciences,Hyderabad,917068429057,12,4.1,1193
Dr. Suresh Babu,Pediatrician,Visakhapatnam Global Hospital,Visakhapatnam,918742870469,23,4.3,1488
Dr. Suresh Chowdary,Pediatrician,Guntur Medical Center,Guntur,919403596665,12,4.1,1083
Dr. Tejaswi Chowdary,Pediatrician,Visakhapatnam Memorial Hospital,Visakhapatnam,918293085064,29,4.9,1898
Dr. Deepika Goud,Pediatrician,Vijayawada City Hospital,Vijayawada,919628620372,24,3.8,1346
Dr. Rajesh Sarma,Pediatrician,Kurnool Institute of Medical Sciences,Kurnool,917033895513,35,3.4,1618
Dr. Mahesh Goud,Pediatrician,Vizianagaram Apollo Hospital,Vizianagaram,917943058119,29,4.9,50
Dr. Anil Sarma,Pediatrician,Vizianagaram Institute of Medical Sciences,Vizianagaram,916070018477,34,3.3,1873
Dr. Srinivas Varma,Pediatrician,Vizianagaram Apollo Hospital,Vizianagaram,916952996130,14,4.7,94
Dr. Deepika Murthy,Pediatrician,Visakhapatnam Memorial Hospital,Visakhapatnam,918389389445,10,3.2,992
Dr. Prasad Chowdary,Pediatrician,Vijayawada Apollo Hospital,Vijayawada,917138115565,24,4.8,561
Dr. Mahesh Babu,Pediatrician,Tirupati Medical Center,Tirupati,917289789131,6,4.1,1215
Dr. Ramesh Kumar,Pediatrician,Vizianagaram Trust Hospital,Vizianagaram,917394541743,31,3.3,1741
Dr. Suresh Sarma,Pediatrician,Hyderabad Care Hospital,Hyderabad,918758462618,20,3.1,1705
Dr. Lakshmi Naidu,Pediatrician,Anantapur General Hospital,Anantapur,919350598093,4,4.8,734
Dr. Padma Raju,Pediatrician,Vijayawada Trust Hospital,Vijayawada,919995376498,8,4.7,514
Dr. Srinivas Acharya,Pediatrician,Kurnool Memorial Hospital,Kurnool,919338987534,25,3.1,1123
Dr. Rajesh Murthy,Pediatrician,Anantapur Trust Hospital,Anantapur,918426282426,10,3.7,1479
Dr. Prasad Reddy,Pediatrician,Hyderabad General Hospital,Hyderabad,918893241312,26,4.9,1591
Dr. Madhavi Murthy,Pediatrician,Hyderabad General Hospital,Hyderabad,916386903346,15,3.9,1660
Dr. Prasad Chowdary,Pediatrician,Guntur Global Hospital,Guntur,917443831341,6,4.0,1576
Dr. Deepika Raju,Pediatrician,Kakinada Trust Hospital,Kakinada,917127677925,6,3.8,939
Dr. Prasad Yadav,Pediatrician,Tirupati Care Hospital,Tirupati,918402158803,13,4.0,1385
Dr. Kiran Murthy,Pediatrician,Anantapur Trust Hospital,Anantapur,918645686265,34,3.5,196
Dr. Padma Goud,Pediatrician,Rajahmundry Global Hospital,Rajahmundry,918940927197,6,3.2,897
Dr. Harish Goud,Pediatrician,Guntur Super Speciality Hospital,Guntur,916818147210,21,3.7,1392
Dr. Anil Chowdary,Pediatrician,Visakhapatnam City Hospital,Visakhapatnam,917502020490,29,4.2,952
Dr. Ravi Rao,Pediatrician,Ongole Global Hospital,Ongole,918943595471,24,3.3,1541
Dr. Suresh Kumar,Pediatrician,Secunderabad Medical Center,Secunderabad,916234238999,16,4.9,1947
Dr. Anil Reddy,Pediatrician,Vizianagaram Super Speciality Hospital,Vizianagaram,917474339313,8,3.6,1014
Dr. Rajesh Rao,Pediatrician,Visakhapatnam Care Hospital,Visakhapatnam,919178331555,35,3.4,1169
Dr. Mahesh Murthy,Pediatrician,Hyderabad Care Hospital,Hyderabad,918074582277,10,4.4,1418
Dr. Lakshmi Sarma,Pediatrician,Hyderabad Institute of Medical Sciences,Hyderabad,919891413386,34,3.1,398
Dr. Anil Rao,Pediatrician,Hyderabad Memorial Hospital,Hyderabad,919389538782,18,3.1,1390
Dr. Ramesh Raju,Pediatrician,Hyderabad Apollo Hospital,Hyderabad,918836279709,18,4.3,1919
Dr. Suresh Reddy,Pediatrician,Vijayawada Apollo Hospital,Vijayawada,917256258938,25,3.5,829
Dr. Sirisha Naidu,Pediatrician,Hyderabad General Hospital,Hyderabad,919882100932,21,4.0,1272
Dr. Ramesh Chowdary,Pediatrician,Kurnool Super Speciality Hospital,Kurnool,916854162477,33,4.9,1198
Dr. Venkatesh Rao,Pediatrician,Ongole Institute of Medical Sciences,Ongole,919961119979,34,3.6,1053
Dr. Naresh Reddy,Pediatrician,Visakhapatnam Trust Hospital,Visakhapatnam,917489408344,23,3.7,669
Dr. Swathi Varma,Pediatrician,Hyderabad City Hospital,Hyderabad,919487053308,4,4.3,1849
Dr. Srinivas Murthy,Pediatrician,Guntur City Hospital,Guntur,917203423402,15,3.3,1887
Dr. Tejaswi Chowdary,Pediatrician,Guntur Super Speciality Hospital,Guntur,916377076704,25,4.0,1438
Dr. Soujanya Acharya,Pediatrician,Hyderabad Care Hospital,Hyderabad,916976795716,27,3.5,362
Dr. Anil Prakash,Pediatrician,Ongole City Hospital,Ongole,918600039571,22,3.9,319
Dr. Soujanya Chowdary,Pediatrician,Hyderabad Memorial Hospital,Hyderabad,918495507871,35,4.4,464
Dr. Anil Kumar,Pediatrician,Visakhapatnam Care Hospital,Visakhapatnam,919028537698,34,4.8,930
Dr. Soujanya Prakash,Pediatrician,Tirupati Apollo Hospital,Tirupati,918425987715,11,3.6,1191
Dr. Suresh Chowdary,Pediatrician,Vizianagaram Apollo Hospital,Vizianagaram,917364071251,10,4.5,1617
Dr. Padma Raju,Pediatrician,Anantapur Global Hospital,Anantapur,917302870199,29,4.5,1732
Dr. Prasad Babu,Pediatrician,Visakhapatnam General Hospital,Visakhapatnam,916807168703,7,3.3,103
Dr. Bhavani Varma,Pediatrician,Hyderabad Trust Hospital,Hyderabad,918601051560,15,4.2,522
Dr. Harish Naidu,Pediatrician,Hyderabad Apollo Hospital,Hyderabad,918955544302,31,3.3,1782
Dr. Anusha Kumar,Pediatrician,Kurnool General Hospital,Kurnool,918789875688,24,3.4,843
Dr. Anusha Chowdary,Pediatrician,Vijayawada Global Hospital,Vijayawada,916703457120,13,3.5,886
Dr. Mahesh Raju,Pediatrician,Ongole Memorial Hospital,Ongole,916955863041,13,4.5,185
Dr. Sridevi Krishna,Pediatrician,Tirupati Global Hospital,Tirupati,918650249767,32,4.4,1825
Dr. Ravi Raju,Pediatrician,Vijayawada Memorial Hospital,Vijayawada,917738889526,3,4.2,1738
Dr. Rajesh Raju,Pediatrician,Kurnool Super Speciality Hospital,Kurnool,918626393424,35,4.1,1843
Dr. Swathi Naidu,Pediatrician,Hyderabad Medical Center,Hyderabad,917939648421,30,4.7,136
Dr. Swathi Murthy,Pediatrician,Hyderabad General Hospital,Hyderabad,917699137133,3,4.1,1107
Dr. Kiran Varma,Pediatrician,Hyderabad Super Speciality Hospital,Hyderabad,917887869509,26,4.8,1634
Dr. Sridevi Chowdary,Pediatrician,Rajahmundry Institute of Medical Sciences,Rajahmundry,917814461270,19,4.2,161
Dr. Prasad Yadav,Pediatrician,Hyderabad City Hospital,Hyderabad,919564365447,29,3.2,1075
Dr. Naresh Babu,Pediatrician,Visakhapatnam General Hospital,Visakhapatnam,918514478795,35,3.3,896
Dr. Sridevi Reddy,Pediatrician,Kurnool Super Speciality Hospital,Kurnool,916768277634,30,4.2,1509
